Date,NVDA.O,AAPL.O,GOOG.O,GOOGL.O,AVGO.O,TSLA.O,MU.O,AMD.O,AMAT.O,LRCX.O,INTC.O,KLAC.O,TXN.O,ADI.O,QCOM.O,RTX.N,BA.N,LMT.N,NOC.N,GD.N,CAT.N,GE.N,ETN.N,PH.N,HWM.N,FCX.N,WDC.O,STX.O,VRT.N,HON.O,SPY.N,.MVREMXTR
2016-04-01,,,,,,,,,,,,,,,,,126.96,223.11,,,,,63.66,,,,,,,,,
2016-04-04,0.895,27.78,37.2645,38.256,15.601,16.465984,10.8,2.83,21.17,8.276,32.0,72.83,57.72,58.76,50.65,59.14071,126.34,224.13,201.18,131.69,75.72,149.461803,62.65,109.78,16.203974,9.42,34.962722,33.55,,100.950363,,272.45
2016-04-05,0.89375,27.4525,36.89,37.9285,15.503,17.031316,10.4,2.76,20.95,8.169,31.9,72.37,57.71,58.48,50.07,58.898886,127.03,225.62,202.27,130.84,75.24,148.265343,60.39,108.85,16.221212,9.34,33.345687,32.86,,100.259721,,269.27
2016-04-06,0.895,27.74,37.2845,38.4035,15.754,17.694649,10.47,2.8,21.06,8.262,32.08,72.74,58.36,59.16,50.62,59.199692,127.93,226.63,202.1,131.72,75.22,147.882476,59.55,109.49,16.376357,9.61,33.791505,33.72,,101.407801,,268.75
2016-04-07,0.88575,27.135,37.014,38.006,15.497,17.14665,10.51,2.64,20.8,8.122,31.55,72.11,57.15,58.36,50.03,59.506395,127.0,226.48,200.55,131.39,74.17,146.590299,59.48,109.03,16.34188,8.85,32.680738,33.11,,100.161057,,264.0
2016-04-08,0.8915,27.165,36.9575,37.9735,15.615,16.671317,10.72,2.74,20.79,8.112,31.63,72.07,57.89,58.8,50.56,59.760016,127.88,226.3,200.57,132.91,74.35,147.356034,59.91,109.91,16.152259,9.33,32.567394,33.23,,100.564679,,267.68
2016-04-11,0.897,27.255,36.805,37.877,15.561,16.661317,10.45,2.76,20.94,8.138,31.67,72.17,57.82,58.6,51.0,60.243664,127.91,224.65,199.51,131.9,74.63,146.973166,60.62,110.49,16.790075,9.76,33.42125,34.98,,100.403231,,274.03
2016-04-12,0.896,27.61,37.1545,38.216,15.543,16.521317,10.17,2.81,20.93,8.14,31.86,72.15,58.44,58.8,50.82,60.798089,129.47,225.98,200.2,133.55,76.1,147.45175,61.54,111.53,16.34188,10.43,33.224787,35.04,,101.380893,,277.74
2016-04-13,0.9185,28.01,37.586,38.5955,15.948,16.96865,10.88,2.8,21.31,8.281,32.13,72.9,59.17,59.8,51.92,61.700506,131.14,226.38,201.13,134.32,79.13,148.265343,63.04,112.21,16.876267,10.82,33.851955,33.93,,102.914657,,282.57
2016-04-14,0.921,28.025,37.66,38.7695,15.882,16.79065,10.4,2.72,21.48,8.161,31.8,72.49,59.22,59.44,51.82,61.741793,130.85,225.44,200.13,133.57,79.05,148.456777,62.58,112.27,17.255508,10.73,31.600196,27.11,,102.71733,,286.08
2016-04-15,0.92825,27.4625,37.95,39.0,15.549,16.967316,10.69,2.7,21.47,8.164,31.46,72.53,58.93,58.66,51.06,61.676913,131.13,225.81,201.88,134.81,79.17,148.504635,62.83,113.72,17.255508,10.86,30.595216,25.59,,102.815994,,285.14
2016-04-18,0.92425,26.87,38.3305,39.384,15.59,16.925316,10.89,2.76,21.56,8.206,31.65,72.75,58.95,58.7,51.55,62.007209,131.97,227.14,202.79,136.29,79.25,148.648211,62.68,113.38,17.393415,11.02,31.003253,25.78,,103.560452,,280.86
2016-04-19,0.90775,26.7275,37.6965,38.8125,15.107,16.491317,10.72,2.62,21.2,8.277,31.6,73.12,58.42,58.23,51.83,61.930533,132.68,226.51,201.59,136.69,80.39,149.078936,62.77,114.05,18.151899,12.01,31.222384,25.33,,103.865411,,293.09
2016-04-20,0.91125,26.7825,37.6335,38.746,15.323,16.66465,10.75,2.7,21.14,8.267,32.0,72.97,59.05,59.18,52.09,62.243135,130.57,226.58,201.58,136.71,79.74,149.078936,62.16,113.49,18.255328,12.36,32.703407,25.67,,103.30931,,298.21
2016-04-21,0.91025,26.4925,37.957,39.0,15.135,16.55265,10.65,2.62,20.945,8.082,31.97,71.99,58.86,58.81,51.67,62.184154,130.74,226.07,200.0,137.72,78.66,148.265343,62.15,112.85,17.962278,11.52,32.7563,25.43,,103.076106,,306.82
2016-04-22,0.90675,26.42,35.9385,36.8885,15.033,16.91665,10.66,3.99,21.1,8.065,31.64,71.9,58.68,58.48,52.64,62.343404,131.05,226.83,200.75,137.9,78.32,147.212458,62.99,114.01,17.927801,11.67,32.990544,25.32,,102.403402,,302.54
2016-04-25,0.91125,26.27,36.1575,37.1105,14.91,16.787983,10.55,3.45,20.94,8.022,31.39,71.59,59.02,58.43,52.43,62.048496,130.75,226.3,200.73,136.79,76.79,146.829591,62.26,113.41,17.514083,11.35,32.748744,26.29,,101.578219,,300.45
2016-04-26,0.912,26.0875,35.407,36.2685,15.076,16.915983,11.51,3.66,21.27,8.025,31.4,71.84,59.4,59.33,52.91,61.812571,133.24,232.16,203.57,138.71,77.65,147.882476,63.25,114.36,18.375996,11.48,33.655493,27.0,,102.968473,,298.46
2016-04-27,0.93275,24.455,35.292,36.073,15.153,16.76465,11.56,3.73,21.42,8.097,31.75,72.23,59.92,59.64,52.9,62.455468,137.08,233.65,207.0,143.61,78.68,148.026051,63.83,116.92,19.496484,12.65,34.819154,27.34,,103.542513,,293.9
2016-04-28,0.905,23.7075,34.551,35.253,14.799,16.513983,11.62,3.61,20.81,7.816,31.11,70.82,58.69,57.86,52.13,61.476376,134.8,232.72,205.61,141.16,77.75,147.882476,63.19,115.44,19.220671,12.66,34.804041,26.9,,102.807024,,295.82
2016-04-29,0.88825,23.435,34.6505,35.394,14.575,16.050651,10.75,3.55,20.47,7.64,30.28,69.94,57.04,56.32,50.52,61.55895,134.8,232.38,206.26,140.52,77.72,147.1646,63.27,116.02,19.255148,14.0,30.878575,21.77,,102.493096,,297.58
2016-05-02,0.9,23.41,34.9105,35.7205,14.608,16.119984,10.62,3.74,20.31,7.659,30.61,70.07,57.85,57.01,51.11,61.55895,134.01,233.24,208.31,141.83,77.84,147.834618,63.46,115.5,18.893144,13.55,30.86724,20.48,,102.851871,,296.78
2016-05-03,0.88925,23.795,34.618,35.422,14.32,15.487985,10.36,3.6,20.1,7.573,30.36,69.63,57.2,56.23,50.73,60.237766,132.49,234.7,209.6,142.34,76.36,146.590299,63.29,113.68,17.84161,12.01,29.741361,19.44,,102.708361,,294.87
2016-05-04,0.869,23.5475,34.785,35.5685,14.207,14.837318,10.0,3.6,19.85,7.49,29.85,69.1,56.43,55.83,50.49,59.376636,130.89,236.01,210.55,141.43,74.24,143.910228,60.97,111.1,17.651989,11.8,29.92271,20.15,,101.291199,,291.15
2016-05-05,0.87425,23.31,35.0715,35.7355,14.258,14.101986,10.06,3.66,19.85,7.505,29.9,69.39,56.64,55.69,51.13,59.152507,132.08,238.14,211.93,142.2,72.79,143.048777,60.98,111.95,17.272747,11.29,28.811943,20.01,,101.910086,,291.37
2016-05-06,0.88325,23.18,35.556,36.259,14.189,14.328652,9.99,3.68,19.87,7.494,30.04,69.36,57.2,55.47,50.92,59.642053,133.26,240.26,214.1,143.44,73.36,144.14952,61.3,112.59,17.307223,11.79,28.162106,19.07,,102.053596,,288.0
2016-05-09,0.882,23.1975,35.645,36.4565,14.24,13.927986,9.87,3.65,19.89,7.464,29.8,69.14,56.91,55.23,51.2,59.034544,132.1,240.32,214.63,142.97,70.78,142.95306,60.66,111.05,16.307404,10.52,27.927863,18.86,,101.497495,,278.37
2016-05-10,0.899,23.355,36.159,36.969,14.461,13.912653,10.09,3.64,19.98,7.595,30.14,69.85,57.63,56.1,52.15,60.25546,134.72,244.36,217.43,145.71,72.51,145.872423,62.1,113.32,16.669407,10.86,28.993293,19.25,,103.094044,,278.56
2016-05-11,0.9015,23.1275,35.7645,36.5275,14.385,13.930653,10.1,3.65,20.01,7.561,30.06,69.7,57.63,55.75,52.15,59.925164,133.0,241.83,214.32,144.96,72.43,145.202405,62.0,112.86,16.44531,11.61,27.761626,18.72,,102.349586,,286.03
2016-05-12,0.88925,22.585,35.6655,36.4035,14.104,13.818653,9.63,3.59,19.63,7.49,29.76,68.82,57.16,54.9,51.51,59.84259,134.42,244.94,217.98,145.31,71.7,144.005945,62.07,112.54,16.272927,11.03,27.474489,18.79,,102.421341,,286.69
2016-05-13,1.0245,22.63,35.5415,36.2415,14.005,13.840653,9.56,3.67,19.61,7.434,29.91,68.6,57.12,54.72,51.32,59.14071,132.12,242.12,213.98,144.37,70.07,141.852317,60.87,109.77,15.859209,10.41,26.779315,19.09,,101.533372,,282.84
2016-05-16,1.05475,23.47,35.8245,36.515,14.265,13.885986,9.68,3.79,19.85,7.346,30.39,67.9,58.02,55.43,51.91,60.054923,134.14,242.97,215.73,145.37,70.7,143.383786,61.95,112.25,15.997115,11.04,26.877546,19.16,,103.004351,,284.97
2016-05-17,1.057,23.3725,35.3115,36.0095,14.117,13.643986,9.67,3.79,19.64,7.314,29.98,67.77,57.43,55.37,51.99,59.016849,132.56,241.53,213.6,145.0,71.05,142.187326,61.32,111.91,16.031591,11.51,27.769182,19.635,,101.919056,,284.89
2016-05-18,1.084,23.64,35.3315,36.089,14.388,14.077986,10.05,3.84,19.92,7.397,29.99,68.21,58.01,55.82,52.79,58.562692,130.99,241.58,214.14,144.31,70.59,141.708742,60.1,110.48,15.54892,10.54,29.061299,20.24,,101.075934,,277.77
2016-05-19,1.08875,23.55,35.016,35.7655,14.274,14.347319,10.07,3.77,19.91,7.332,29.63,67.88,57.23,55.7,52.76,58.102637,128.08,238.89,211.07,143.59,69.43,140.512281,59.54,109.0,15.721302,10.98,28.993293,20.52,,100.744067,,275.96
2016-05-20,1.10825,23.805,35.487,36.0855,14.673,14.685319,10.8,3.87,22.66,7.668,30.15,69.59,58.53,56.54,54.52,58.450627,127.39,240.07,212.72,144.62,69.87,141.46945,59.8,109.47,15.704064,11.08,29.892485,20.41,,101.551311,,280.8
2016-05-23,1.11,24.1075,35.212,35.8625,14.81,14.414652,11.14,4.04,22.9,7.682,30.23,69.75,58.73,56.76,54.18,58.332664,127.58,239.52,212.16,142.25,70.4,141.134441,60.05,109.6,15.997115,11.38,30.572547,20.8,,101.174597,,277.62
2016-05-24,1.134,24.475,36.0045,36.6515,15.142,14.527319,11.49,4.2,23.49,7.927,31.06,70.99,60.09,58.22,55.59,58.928377,127.5,240.97,214.68,142.96,71.09,142.857343,60.4,110.8,16.238451,11.11,31.947783,20.88,,102.58279,,275.27
2016-05-25,1.12925,24.905,36.2635,36.905,15.357,14.638652,11.6,4.18,23.66,8.062,31.39,71.73,60.44,58.27,55.98,59.170201,128.86,240.84,214.33,142.97,72.57,144.005945,61.61,112.96,16.548739,11.65,33.3608,21.48,,102.896718,,275.5
2016-05-26,1.14125,25.1025,36.206,36.8465,15.302,15.007985,11.95,4.35,23.73,8.102,31.49,71.92,60.77,58.29,55.74,59.223284,129.31,241.54,213.95,142.83,72.08,143.670936,61.52,113.64,16.393595,11.34,33.534593,21.55,,102.421341,,281.91
2016-05-27,1.1475,25.0875,36.633,37.38,15.33,14.869318,12.31,4.6,24.44,8.297,31.57,72.99,61.02,58.44,55.27,59.42972,129.22,240.09,214.42,143.13,71.96,144.14952,61.63,113.98,16.117783,11.14,33.995524,21.66,,102.546912,,286.24
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.76
2016-05-31,1.168,24.965,36.786,37.4425,15.436,14.881985,12.72,4.57,24.42,8.281,31.59,72.93,60.6,58.5,54.92,59.323553,126.15,236.23,212.67,141.87,72.51,144.675963,61.63,114.84,15.979877,11.08,35.166741,22.56,,102.098443,,294.16
2016-06-01,1.17025,24.615,36.7075,37.423,15.477,14.637319,13.09,4.43,24.38,8.313,31.66,73.13,61.07,58.65,54.79,59.187896,126.41,238.08,214.17,141.47,72.27,144.101662,61.65,115.4,16.031591,10.6,35.990371,23.01,,102.197106,,300.17
2016-06-02,1.1785,24.43,36.52,37.2135,15.491,14.597319,13.11,4.24,24.52,8.363,31.76,73.27,60.76,58.28,54.88,59.447414,126.85,237.83,213.38,140.13,73.62,143.814511,61.75,115.88,16.083306,10.66,36.557089,23.75,,102.7263,,301.26
2016-06-03,1.162,24.48,36.117,36.793,16.256,14.599319,12.86,4.16,24.39,8.31,31.62,73.1,60.53,58.11,54.94,59.235081,127.38,238.92,215.18,140.23,75.04,143.288069,61.45,116.0,16.410833,11.11,36.096158,23.64,,102.959504,,304.44
2016-06-06,1.156,24.6575,35.8275,36.503,16.284,14.711985,12.77,4.47,24.17,8.232,31.68,72.74,61.29,57.09,54.89,59.783608,131.9,239.4,215.44,140.34,76.42,144.14952,62.67,116.26,16.962458,11.65,36.285064,23.89,,103.632207,,312.93
2016-06-07,1.15825,24.7575,35.8325,36.5545,16.484,15.489318,13.0,4.51,24.17,8.297,31.88,72.96,61.56,57.79,54.84,59.836692,131.93,239.5,215.69,141.06,76.81,144.245237,62.53,116.12,16.876267,11.24,37.584738,24.65,,103.461789,,315.74
2016-06-08,1.1545,24.735,36.414,37.1465,16.37,15.701318,12.58,4.46,24.23,8.339,31.89,73.18,62.08,57.78,54.94,60.202377,133.0,240.38,217.66,141.49,78.11,145.05883,63.14,116.6,17.048649,11.58,37.222038,24.25,,104.107584,,315.27
2016-06-09,1.1845,24.9125,36.429,37.126,16.414,15.290651,12.51,4.52,24.42,8.363,31.94,73.41,62.14,57.56,54.98,60.34983,133.1,240.67,218.58,141.98,77.16,144.723821,62.77,115.36,16.962458,10.9,36.398408,24.14,,105.130093,,312.47
2016-06-10,1.155,24.7075,35.9705,36.6595,16.082,14.585985,12.14,4.32,24.07,8.237,32.04,72.67,61.91,56.96,53.83,60.16109,131.14,240.58,217.36,141.53,76.03,143.766653,61.62,112.7,16.359118,10.36,35.400984,23.14,,104.654716,,307.88
2016-06-13,1.16975,24.335,35.918,36.594,16.001,14.524652,12.05,4.4,23.94,8.198,32.17,72.51,61.53,56.87,52.83,59.695136,129.92,237.95,215.05,139.11,75.23,142.761627,60.63,111.57,16.066068,10.4,34.970279,22.68,,103.264463,,301.76
2016-06-14,1.172,24.365,35.9135,36.6625,15.899,14.330652,11.92,4.39,23.74,8.197,32.14,72.63,61.9,57.07,52.7,59.68334,130.5,239.7,216.91,139.43,74.86,145.680989,60.44,111.89,15.686826,10.21,35.060954,22.76,,103.605299,,296.05
2016-06-15,1.184,24.285,35.946,36.6095,15.84,14.513319,12.02,4.42,23.7,8.248,31.61,72.91,61.69,56.87,53.28,59.29996,130.16,239.45,217.19,140.11,75.07,146.398865,60.65,111.62,16.290165,11.0,34.955166,22.715,,103.614268,,301.35
2016-06-16,1.18875,24.3875,35.518,36.2125,15.863,14.528652,11.95,4.75,23.69,8.267,31.69,72.79,62.06,56.9,53.42,59.642053,129.37,239.87,216.74,139.76,74.99,146.638157,60.79,111.51,16.186736,10.78,35.076066,22.69,,103.856442,,296.74
2016-06-17,1.168,23.8325,34.586,35.2125,15.6,14.364652,12.2,5.26,23.43,8.289,31.76,73.03,61.62,55.99,53.55,59.689238,129.82,237.56,214.32,138.99,75.93,146.446724,61.62,112.18,16.514263,11.14,35.204522,23.22,,103.973044,,301.03
2016-06-20,1.189,23.775,34.6855,35.3065,15.693,14.646652,12.32,5.1,23.63,8.428,32.17,73.65,62.01,56.79,53.89,59.984145,132.75,238.64,215.16,140.92,76.43,147.547467,62.29,113.78,16.824552,11.55,35.975259,23.43,,104.995553,,302.09
2016-06-21,1.18175,23.9775,34.797,35.444,15.581,14.640652,12.75,5.45,23.83,8.466,32.32,73.86,62.04,57.06,53.88,59.907469,131.52,238.55,214.85,139.41,76.49,148.07391,61.85,113.39,16.996934,11.61,36.927345,23.86,,105.210818,,301.62
2016-06-22,1.18075,23.8875,34.873,35.5235,15.514,13.110654,12.72,5.02,23.97,8.565,32.29,74.3,62.06,56.85,54.04,59.77771,131.77,238.17,214.89,138.79,76.43,147.308175,61.76,113.01,17.048649,11.5,36.53442,23.87,,104.556053,,300.13
2016-06-23,1.21225,24.025,35.0935,35.7435,15.862,13.09332,14.05,5.21,24.52,8.718,32.99,74.85,63.3,58.11,55.55,60.355728,133.55,240.0,214.7,139.78,78.22,149.27037,62.82,114.01,17.496844,11.77,38.393255,24.48,,105.228757,,301.99
2016-06-24,1.14325,23.35,33.761,34.26,14.872,12.876654,13.21,4.88,23.23,8.228,31.55,72.55,60.54,55.04,52.12,58.326766,126.52,239.7,212.71,136.14,73.03,142.713768,58.03,105.91,16.169497,10.58,36.149052,23.16,,101.336046,,289.74
2016-06-27,1.131,23.01,33.413,34.057,14.363,13.236653,12.23,4.72,22.29,7.996,30.72,71.27,59.07,52.55,51.14,57.335878,122.7,239.29,214.15,133.06,71.38,140.320848,55.57,100.53,15.686826,10.13,31.87222,20.87,,99.9727,,287.79
2016-06-28,1.1475,23.3975,34.002,34.563,14.977,13.452653,12.99,5.12,22.94,8.167,31.19,71.99,60.27,54.31,52.51,58.40934,123.89,240.91,216.13,133.94,72.52,143.288069,56.86,102.4,16.083306,10.69,33.330575,22.53,,102.304739,,290.87
2016-06-29,1.16625,23.6,34.2055,34.7595,15.5,14.012653,13.19,5.13,23.56,8.22,31.93,72.08,61.25,55.62,53.55,59.258673,126.99,244.08,217.24,135.63,74.23,146.207432,58.09,104.06,15.686826,10.77,34.456454,23.95,,102.663514,,299.81
2016-06-30,1.17525,23.9,34.605,35.1765,15.54,14.151986,13.76,5.14,23.97,8.406,32.8,73.25,62.65,56.64,53.57,60.485488,129.87,248.17,222.28,139.24,75.81,150.658264,59.73,108.05,15.979877,11.14,35.71079,24.36,,104.331819,,302.13
2016-07-01,1.1665,23.9725,34.9605,35.5125,15.422,14.433319,12.5,5.07,23.89,8.298,32.75,72.5,62.11,56.63,53.0,60.591654,129.69,249.35,221.8,141.34,76.45,150.706122,60.27,109.34,16.462548,11.35,35.113847,24.03,,104.493268,,305.98
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.82
2016-07-05,1.18375,23.7475,34.7245,35.2445,15.076,14.265319,11.91,4.96,23.84,8.189,32.68,72.11,61.25,55.36,51.94,59.347145,126.97,249.51,221.55,138.41,74.38,150.514688,58.72,107.07,15.962638,10.5,33.791505,23.16,,103.354156,,316.31
2016-07-06,1.19125,23.8825,34.8885,35.4485,15.063,14.295986,11.73,5.04,24.0,8.196,32.97,72.26,61.06,55.46,52.37,59.795405,126.96,250.08,221.73,139.89,74.83,151.902582,59.45,108.39,15.84197,10.89,34.350667,23.52,,104.780288,,315.92
2016-07-07,1.22225,23.985,34.768,35.363,15.099,14.395986,12.2,5.02,24.29,8.204,33.2,72.24,61.77,55.95,52.93,60.143395,127.17,249.77,220.5,138.69,75.05,152.285449,60.11,108.22,16.100544,10.67,36.01304,23.73,,104.143462,,313.0
2016-07-08,1.27125,24.17,35.2815,35.889,15.514,14.451986,12.62,5.1,24.93,8.488,34.0,73.75,63.27,57.74,54.19,61.140182,130.09,251.9,221.97,140.48,77.37,154.104069,61.92,111.33,16.927981,11.2,37.290044,24.01,,106.592102,,315.14
2016-07-11,1.3005,24.245,35.7545,36.36,15.736,14.985318,12.64,5.01,25.15,8.633,34.38,74.38,63.4,58.25,54.115,61.317126,132.04,254.39,221.96,141.19,77.8,154.151927,62.4,111.89,17.479606,11.65,37.388276,24.09,,106.349929,,326.85
2016-07-12,1.32,24.355,36.032,36.6255,15.859,14.976652,13.23,5.14,25.41,8.824,34.94,75.34,64.38,58.99,54.62,61.635626,130.81,254.7,220.47,141.54,79.8,154.391219,63.96,113.25,18.427711,12.9,39.171548,29.35,,106.753551,,331.03
2016-07-13,1.3195,24.2175,35.849,36.474,15.741,14.835318,13.29,5.09,25.91,8.862,35.01,75.55,64.54,59.52,54.83,61.983617,130.11,255.9,221.78,141.73,79.69,154.869803,63.87,113.08,18.462187,12.96,39.300004,29.83,,106.780459,,330.54
2016-07-14,1.333,24.6975,36.0475,36.79,16.079,14.768652,13.29,5.17,26.1,8.788,35.2,75.22,64.81,60.02,54.88,62.013107,131.55,256.0,221.13,142.56,80.06,156.16198,63.8,113.82,18.462187,12.95,39.103542,29.19,,106.816337,,332.56
2016-07-15,1.3175,24.695,35.9925,36.7815,16.116,14.693319,13.13,5.14,26.34,8.855,35.07,75.13,64.85,60.15,54.75,62.225441,132.39,256.98,221.46,142.09,80.7,157.35844,63.83,113.68,18.824191,13.11,39.035536,28.9,,106.941908,,329.89
2016-07-18,1.32425,24.9575,36.689,37.66,16.233,15.083318,13.34,5.51,26.6,8.933,35.05,75.93,65.19,60.43,55.35,62.219543,133.43,256.29,220.81,141.0,79.82,157.502016,63.49,113.1,18.824191,13.14,39.383123,30.15,,106.636949,,329.82
2016-07-19,1.338,24.9675,36.848,37.6705,16.053,15.017318,13.22,5.41,26.39,8.95,35.15,75.95,64.94,60.27,55.14,62.296218,134.66,258.96,221.55,143.31,79.74,157.597733,63.05,112.44,18.324281,12.45,38.687949,29.99,,107.049541,,321.81
2016-07-20,1.3555,24.99,37.0595,37.854,16.267,15.223985,13.59,5.41,26.65,9.121,35.69,76.67,65.45,60.69,55.82,62.543941,134.72,256.67,222.55,144.54,79.69,156.879856,63.5,113.14,18.289805,12.3,39.194217,30.5,,107.524918,,320.75
2016-07-21,1.3305,24.8575,36.9315,37.7205,16.041,14.699985,13.18,5.22,26.23,8.932,34.27,75.74,64.91,59.95,59.93,62.431876,133.53,254.14,218.21,142.86,80.01,155.970547,63.21,112.28,18.272566,12.87,39.02798,31.22,,106.430653,,321.56
2016-07-22,1.36675,24.665,37.137,37.964,15.967,14.817985,13.13,5.84,26.37,9.005,34.66,76.06,65.49,60.4,61.15,62.007209,133.47,257.31,219.6,143.77,79.38,153.434051,63.38,113.14,18.220852,12.67,39.594698,31.58,,103.694993,,318.36
2016-07-25,1.392,24.335,36.9885,37.876,15.978,15.333985,13.92,6.7,26.49,9.064,34.69,76.49,66.22,60.53,60.73,61.724098,132.94,255.62,219.13,143.72,78.69,151.423998,63.47,112.5,18.082945,12.38,39.345342,31.44,,103.58736,,314.71
2016-07-26,1.41575,24.1675,36.921,37.8825,16.344,15.300651,14.67,6.98,26.81,9.16,35.09,76.99,71.42,62.8725,61.35,63.635098,134.85,254.76,218.35,144.51,82.75,150.610405,64.57,114.77,18.393234,12.68,40.607234,32.45,,103.999952,,316.9
2016-07-27,1.4015,25.7375,37.0885,38.0985,16.566,15.232651,14.19,6.85,26.9,9.196,34.83,77.0,71.27,63.33,62.51,63.517135,135.96,254.16,217.81,146.63,84.1,149.701095,64.41,114.93,18.513902,13.06,40.380547,32.05,,103.111983,,312.46
2016-07-28,1.4045,26.085,37.2955,38.292,16.423,15.373985,13.81,6.82,26.62,9.308,34.77,77.45,70.23,64.22,62.43,63.452255,133.01,254.55,217.23,147.1,82.92,149.55752,64.01,114.47,18.410473,12.94,40.577009,32.6,,103.829534,,315.44
2016-07-29,1.4275,26.0525,38.4395,39.567,16.198,15.652651,13.74,6.86,26.29,8.977,34.86,75.71,69.75,63.83,62.58,63.493542,133.66,252.73,216.63,146.89,82.76,149.031078,63.41,114.19,18.307043,12.96,35.899696,32.03,,104.340788,,313.71
2016-08-01,1.41825,26.5125,38.644,40.047,16.351,15.333985,13.56,6.64,26.27,9.079,34.85,76.58,69.88,63.98,61.85,63.074774,133.21,254.84,216.69,149.09,81.95,149.078936,63.94,113.25,18.048469,12.48,34.811598,32.43,,103.937166,,312.58
2016-08-02,1.401,26.12,38.5535,40.006,16.289,15.146652,13.4,6.26,25.97,8.973,34.56,75.72,68.85,62.84,60.6,62.679598,131.6,257.0,218.68,148.22,81.24,148.600352,64.01,113.03,17.789895,12.4,34.040861,30.65,,103.551483,,310.76
2016-08-03,1.40475,26.4475,38.659,39.946,16.411,15.052652,13.51,6.3,26.2,9.079,34.25,76.09,68.88,62.87,61.01,62.691394,131.87,256.85,218.66,147.81,82.03,148.983219,64.24,113.78,17.945039,12.39,33.836843,30.73,,104.053768,,309.02
2016-08-04,1.43075,26.4675,38.5805,39.8625,16.699,15.373985,14.03,6.47,26.37,9.193,34.58,76.8,69.61,63.34,60.98,62.732681,131.21,257.75,218.34,147.37,81.77,149.174653,64.5,118.96,17.927801,12.32,33.474143,31.26,,103.999952,,315.02
2016-08-05,1.455,26.87,39.111,40.3465,17.012,15.335318,14.52,6.61,26.81,9.325,34.98,77.63,70.15,63.69,62.0,63.546625,131.73,260.29,218.95,148.89,82.56,149.701095,65.46,121.11,18.100184,12.23,34.320442,32.13,,104.376666,,316.05
2016-08-08,1.4685,27.0925,39.088,40.2615,16.835,15.077318,14.42,6.68,26.83,9.272,35.04,77.02,70.14,63.44,61.58,63.576116,132.19,260.19,216.07,148.11,83.44,149.653237,65.83,122.67,18.013992,12.29,34.267548,32.61,,104.080676,,319.74
2016-08-09,1.47225,27.2025,39.213,40.374,17.117,15.271985,14.48,6.6,26.79,9.329,34.92,77.41,70.25,63.82,61.99,63.900514,132.62,260.66,216.74,148.57,82.83,149.796812,65.84,121.93,17.84161,12.09,34.214655,32.49,,104.278002,,322.69
2016-08-10,1.46275,27.0,39.234,40.4245,17.185,15.043318,14.2,6.49,26.41,8.911,34.53,69.47,69.89,63.79,61.71,63.770755,132.28,261.3,217.18,151.47,82.65,149.653237,66.71,122.17,17.807133,12.02,32.620288,31.38,,104.071707,,321.3
2016-08-11,1.4925,26.9825,39.2425,40.41,17.209,14.993985,14.43,6.58,26.82,8.889,34.68,67.51,70.0,64.14,61.74,64.395958,133.0,262.54,217.99,151.3,83.24,149.748954,67.33,123.61,17.962278,12.11,33.164337,31.75,,104.376666,,317.6
2016-08-12,1.576,27.045,39.161,40.3525,17.247,15.040652,14.93,6.73,27.18,8.918,34.57,68.28,69.84,64.24,61.71,64.213116,133.1,264.15,218.21,151.47,83.0,149.509662,67.21,122.81,17.531321,11.82,33.481699,31.55,,104.134492,,319.86
2016-08-15,1.5745,27.37,39.122,40.298,17.554,15.039318,15.53,6.95,27.47,9.074,34.91,69.44,70.33,65.27,62.43,64.696764,134.66,266.5,219.81,153.4,84.15,149.509662,67.63,124.12,18.13466,12.17,34.637804,32.0,,104.798226,,317.89
2016-08-16,1.565,27.345,38.857,40.0595,17.24,14.907318,15.49,6.78,27.22,8.986,35.21,69.19,69.82,64.88,62.07,64.384162,135.0,256.77,217.1,152.4,84.29,149.27037,67.27,124.11,17.73818,12.08,34.592467,32.46,,104.251094,,319.79
2016-08-17,1.52875,27.305,38.9955,40.271,17.303,14.882652,15.52,6.68,27.29,9.021,35.02,69.64,69.82,64.2,62.28,64.254403,134.72,255.64,218.55,152.97,84.41,149.748954,67.62,124.36,17.858848,12.0,33.799062,31.78,,103.847472,,317.12
2016-08-18,1.5525,27.27,38.875,40.1375,17.393,14.900652,15.77,7.04,27.68,9.093,34.97,69.73,70.13,64.13,63.04,64.484431,135.0,255.42,218.14,152.43,83.38,150.418972,67.72,124.04,18.013992,12.23,34.615135,32.07,,103.919227,,320.98
2016-08-19,1.5565,27.34,38.771,39.9825,17.493,14.999985,16.25,7.62,29.64,9.319,35.24,70.95,70.27,64.14,62.76,64.372366,134.44,254.12,217.42,152.38,83.84,149.55752,67.66,124.37,17.703704,11.97,35.212078,32.33,,104.143462,,323.86
2016-08-22,1.563,27.1275,38.6075,39.8475,17.593,14.861985,16.19,7.58,29.15,9.32,35.36,70.52,70.0,63.84,62.83,63.994885,134.99,254.2,218.26,152.22,83.59,149.892529,67.7,124.07,17.789895,11.83,34.864491,31.87,,104.565023,,318.21
